,Window,Status,GRE,GPA,Work Experience,TOEFL,IELTS
59,F2021,Reject,319.0,75.05,12.0,111.0,
60,F2021,Reject,304.0,87.21,11.0,97.0,
61,F2021,Reject,323.0,71.2,3.0,106.0,
62,F2021,Reject,,61.9,67.0,93.0,
63,F2021,Reject,309.0,68.9,40.0,101.0,
64,F2021,Reject,,78.85000000000001,20.0,93.0,
65,F2022,Reject,309.0,80.2,33.0,,7.5
66,F2021,Reject,297.0,66.92,40.0,,8.0
67,F2021,Reject,297.0,66.0,21.0,,6.5
68,F2021,Reject,313.0,76.95,,,7.5
69,F2021,Reject,310.0,83.41,14.0,,8.0
70,F2021,Reject,317.0,,,,
71,F2021,Reject,316.0,82.16,23.0,,7.0
72,F2021,Reject,305.0,77.23500000000001,15.0,93.0,
73,F2021,Reject,305.0,77.04499999999999,31.0,114.0,
74,F2021,Reject,311.0,63.65,27.0,,7.5
75,F2021,Reject,304.0,82.64999999999999,17.0,100.0,
76,F2021,Reject,312.0,66.7375,8.0,111.0,
77,F2021,Reject,314.0,76.19,60.0,90.0,
78,F2021,Reject,,80.845,12.0,93.0,
79,F2021,Reject,311.0,31.635,,88.0,
80,F2021,Reject,308.0,,,,
81,F2021,Reject,310.0,74.1,15.0,99.0,
82,F2021,Reject,318.0,77.71,20.0,108.0,
83,F2021,Reject,308.0,93.29,,,8.0
84,F2021,Reject,310.0,72.96,27.0,,8.0
85,F2021,Reject,322.0,65.36,30.0,111.0,
86,F2021,Reject,317.0,70.965,,102.0,
87,F2021,Reject,330.0,70.49,74.0,,8.5
88,F2021,Reject,300.0,85.215,,89.0,
89,F2021,Reject,305.0,83.22,6.0,95.0,
90,F2021,Reject,316.0,,,,
91,F2021,Reject,306.0,77.71,,,7.0
92,F2021,Reject,312.0,84.0,6.0,,7.5
93,F2020,Reject,312.0,62.31999999999999,9.0,,7.5
94,F2021,Reject,308.0,79.61000000000001,6.0,103.0,
95,F2021,Reject,308.0,80.085,18.0,102.0,
96,F2021,Reject,309.0,70.0,40.0,105.0,
97,F2021,Reject,314.0,79.04,24.0,101.0,
98,F2021,Reject,323.0,81.19,,,6.5
99,F2021,Reject,308.0,74.765,27.0,105.0,
100,F2021,Reject,316.0,76.95,3.0,,8.0
101,F2021,Reject,308.0,75.0,28.0,,7.5
